example_sha256,source_files,source_references,occurrence_count,lesson_ids,coverage_decision,editorial_status,compiler_status,preview
fc7ca3dbc79e03987b45b2f19a3385412a03df9e380e25867f1b91e5c50a09d0,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Explicit-Parentheses,1,swift.logic.parentheses,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"if (enteredDoorCode && passedRetinaScan) || hasDoorKey || knowsOverridePassword {
print(""Welcome!"")
} else {
print(""ACCE"
b4e4ec6d8540bb76b696d3d4673e4e149f94278b3343e1c828b1d3c4bd3747e1,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Half-Open-Range-Operator,1,swift.ranges.half-open,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let names = [""Anna"", ""Alex"", ""Brian"", ""Jack""]
let count = names.count
for i in 0..<count {
print(""Person \(i + 1) is cal"
b0f98b217ab68d41a0334b5cff2620845d226ad31a9a1366bf0fe9f0853e2366,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Logical-AND-Operator,1,swift.logic.and,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let enteredDoorCode = true
let passedRetinaScan = false
if enteredDoorCode && passedRetinaScan {
print(""Welcome!"")
} els"
58a3cead42b4f692fb625b136d41da9eadee37fb5443b41acc6aa95100a2769b,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Logical-NOT-Operator,1,swift.logic.not,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let allowedEntry = false
if !allowedEntry {
print(""ACCESS DENIED"")
}
// Prints ""ACCESS DENIED""."
0d876df38343c05ed92ce501263ee27aed37a7d0ba521d93e00c7b6ea486c241,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Logical-OR-Operator,1,swift.logic.or,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let hasDoorKey = false
let knowsOverridePassword = true
if hasDoorKey || knowsOverridePassword {
print(""Welcome!"")
} els"
05c554265e6196366aee17f08aa8ce65af5c3e86de9a562eca71785c7effcf7d,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Nil-Coalescing-Operator,1,swift.optionals.nil-coalescing|swift.optionals.nil-coalescing-short-circuit,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,a != nil ? a! : b
06530e28cc705c9dc7af22715e86496e3d7d6e8f118f3396c6ea8ff9760edf99,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Nil-Coalescing-Operator,1,swift.optionals.nil-coalescing|swift.optionals.nil-coalescing-short-circuit,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"userDefinedColorName = ""green""
colorNameToUse = userDefinedColorName ?? defaultColorName
// userDefinedColorName isn't n"
568a95318bc33eb1efd66039beebccbfc26c1e7cdb13e9ed074e9f4d264886d3,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Nil-Coalescing-Operator,1,swift.optionals.nil-coalescing|swift.optionals.nil-coalescing-short-circuit,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let defaultColorName = ""red""
var userDefinedColorName: String? // defaults to nil

var colorNameToUse = userDefinedColor"
59b9af2fbfeddedf3c4173270a08ed492e8c7ebbf80d248cf02dcf6770d705ee,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#One-Sided-Ranges,1,swift.ranges.contains|swift.ranges.one-sided-prefix|swift.ranges.one-sided-suffix,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"for name in names[2...] {
print(name)
}
// Brian
// Jack

for name in names[...2] {
print(name)
}
// Anna
// Alex
// Bri"
bcb99a377cb79c3b83b869966573630b9e5ca8b6c710cc307e743c8e93b27132,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#One-Sided-Ranges,1,swift.ranges.contains|swift.ranges.one-sided-prefix|swift.ranges.one-sided-suffix,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"for name in names[..<2] {
print(name)
}
// Anna
// Alex"
ebd8500c1e9f25d2cb8036303b3cf3b7ef10344e9706bfbe746997b0aee4efc7,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#One-Sided-Ranges,1,swift.ranges.contains|swift.ranges.one-sided-prefix|swift.ranges.one-sided-suffix,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let range = ...5
range.contains(7) // false
range.contains(4) // true
range.contains(-1) // true"
b7cac72ddbba293cbee0a01d1f3c45d1ee380d14d5f54ea95288edf6bde3edfb,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Remainder-Operator,1,swift.operators.negative-remainder|swift.operators.remainder,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,9 % 4 // equals 1
c3060d0934804d7d3360f8dcd5bfe7322385c25682840c4f6622db05ab978cc2,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Remainder-Operator,1,swift.operators.negative-remainder|swift.operators.remainder,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,-9 % 4 // equals -1
10f3e19cde00bc6c1b52b200962844f8702398abdc17178b5a169a01b8c883e2,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Ternary-Conditional-Operator,1,swift.conditionals.ternary,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"if question {
answer1
} else {
answer2
}"
2590ebe90f138f405d05cc12b626cf01b4485af1dbe822111eb252b39130bd1d,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Ternary-Conditional-Operator,1,swift.conditionals.ternary,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let contentHeight = 40
let hasHeader = true
let rowHeight: Int
if hasHeader {
rowHeight = contentHeight + 50
} else {
ro"
5abe136dfeeb2fffc35b2d2b2d71ec0c0349676ae1215c4d221370994702acea,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Ternary-Conditional-Operator,1,swift.conditionals.ternary,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let contentHeight = 40
let hasHeader = true
let rowHeight = contentHeight + (hasHeader ? 50 : 20)
// rowHeight is equal "
712792f78f3b58bb7cc45387fd6302b644cd25c946cacc7823a017756caaed9c,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Unary-Minus-Operator,1,swift.operators.unary-minus,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let three = 3
let minusThree = -three // minusThree equals -3
let plusThree = -minusThree // plusThree equals 3, or ""min"
607129c965cb9f31615bf4cedd4dbf2d81b2cb4e93fe5737ab1475475cd762bd,LanguageGuide/BasicOperators.xhtml,LanguageGuide/BasicOperators.xhtml#Unary-Plus-Operator,1,swift.operators.unary-plus,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let minusSix = -6
let alsoMinusSix = +minusSix // alsoMinusSix equals -6"
7e20604d229dca303415da7c697dc7f0ff8657d0837076900edab84dbcfb4e7d,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Accessing-Properties,1,swift.types.property-access,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"print(""The width of someResolution is \(someResolution.width)"")
// Prints ""The width of someResolution is 0""."
9f78905abf7cb44c2e0b1d2c5c12b9fbabd28fb42d235cf8307f8a66f3a57bd5,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Accessing-Properties,1,swift.types.property-access,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"someVideoMode.resolution.width = 1280
print(""The width of someVideoMode is now \(someVideoMode.resolution.width)"")
// Pr"
eb395bf6a3498d8f1bd7f0ceb19dc1f56097e6de28301574a57abc36dfb976a0,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Accessing-Properties,1,swift.types.property-access,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"print(""The width of someVideoMode is \(someVideoMode.resolution.width)"")
// Prints ""The width of someVideoMode is 0""."
1fb34aa4ff4857317edbeeed8f3e8ffbb22b596ba250267d947436224c44e178,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Classes-Are-Reference-Types,1,swift.types.reference-sharing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let alsoTenEighty = tenEighty
alsoTenEighty.frameRate = 30.0"
4bfc77d6fbb4c51c7fd1e92c27fce570c541eb2a8d41332d20c282dd6088d458,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Classes-Are-Reference-Types,1,swift.types.reference-sharing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"print(""The frameRate property of tenEighty is now \(tenEighty.frameRate)"")
// Prints ""The frameRate property of tenEight"
e92142aea4eb400f111c5dbcc978dacfeac60200dd65fcd31a75e4bf20ad9759,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Classes-Are-Reference-Types,1,swift.types.reference-sharing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let tenEighty = VideoMode()
tenEighty.resolution = hd
tenEighty.interlaced = true
tenEighty.name = ""1080i""
tenEighty.fra"
a57538c832dbc052b73b3b9c26fe774ab00fbfc1f9eb65e1a4d2534530daf863,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Definition-Syntax,1,swift.types.class-definition|swift.types.structure-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"struct Resolution {
var width = 0
var height = 0
}
class VideoMode {
var resolution = Resolution()
var interlaced = fals"
fbf8935a910d85237c110d7a5f9ef5f95badf5e6ee585762a859b2c53bf0ca9b,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Definition-Syntax,1,swift.types.class-definition|swift.types.structure-definition,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"struct SomeStructure {
// structure definition goes here
}
class SomeClass {
// class definition goes here
}"
c176f99a10bdc37a6dfe0cbba424bb50bea52b21145c93545e33c485cf5dac85,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Identity-Operators,1,swift.types.identity,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"if tenEighty === alsoTenEighty {
print(""tenEighty and alsoTenEighty refer to the same VideoMode instance."")
}
// Prints "
d2692b483dcfae3c492f70c8ef92c77312aaba943f04b14acc9f1bf2d91b82bc,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Memberwise-Initializers-for-Structure-Types,1,swift.types.memberwise-init,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let vga = Resolution(width: 640, height: 480)"
5c89f3758e9128131adcd882f5381728cf9f8df45a847135d9d74600819033c6,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structure-and-Class-Instances,1,swift.types.instances,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let someResolution = Resolution()
let someVideoMode = VideoMode()"
2ce28c33e06a80819e3057e18f64eee954b6e251e70c5b306f527b9efc9a0bb4,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structures-and-Enumerations-Are-Value-Types,1,swift.types.value-copy,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let hd = Resolution(width: 1920, height: 1080)
var cinema = hd"
57891ba3b0261820b8851a24d0e2ebc58bef7bd0a0c2195a6a81103e448aa1c8,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structures-and-Enumerations-Are-Value-Types,1,swift.types.value-copy,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,cinema.width = 2048
82f59dadc0db732f57aa1f36d8b5baa3d6f08fafc0c9befc1aecd1a3be37abf7,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structures-and-Enumerations-Are-Value-Types,1,swift.types.value-copy,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"print(""hd is still \(hd.width) pixels wide"")
// Prints ""hd is still 1920 pixels wide""."
ab3f94c3d198343fd3af1dfa31b8b73aaa1aa1838f9281b7a0351d76f948327b,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structures-and-Enumerations-Are-Value-Types,1,swift.types.value-copy,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"enum CompassPoint {
case north, south, east, west
mutating func turnNorth() {
self = .north
}
}
var currentDirection = C"
fb3dcf8501d972eb39fc751cc8354c7ba3666e3e011f537ca67b81347d222be4,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structures-and-Enumerations-Are-Value-Types,1,swift.types.value-copy,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"print(""cinema is now \(cinema.width) pixels wide"")
// Prints ""cinema is now 2048 pixels wide""."
3cbf2553b2e6db7b6efb69d5c5a6086d0285f8b051aa8061bd4b8f97d13187f8,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Autoclosures,1,swift.closures.autoclosure|swift.closures.escaping-autoclosure,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"// customersInLine is [""Barry"", ""Daniella""]
var customerProviders: [() -> String] = []
func collectCustomerProviders(_ c"
7724529900fc4e173cdd552e95a2d4392b31b4ab47afdde02deda62b9749ce4e,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Autoclosures,1,swift.closures.autoclosure|swift.closures.escaping-autoclosure,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"// customersInLine is [""Ewa"", ""Barry"", ""Daniella""]
func serve(customer customerProvider: @autoclosure () -> String) {
pr"
eff0b763a123003ccd36b4bb78e5d3aee2076ec0fc160523c792c6ebc8f11f0c,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Autoclosures,1,swift.closures.autoclosure|swift.closures.escaping-autoclosure,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var customersInLine = [""Chris"", ""Alex"", ""Ewa"", ""Barry"", ""Daniella""]
print(customersInLine.count)
// Prints ""5"".

let cus"
ff2880e72f7de769dfebab4451574c2c7eb38868cdb0471b820acefbdb74f9aa,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Autoclosures,1,swift.closures.autoclosure|swift.closures.escaping-autoclosure,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"// customersInLine is [""Alex"", ""Ewa"", ""Barry"", ""Daniella""]
func serve(customer customerProvider: () -> String) {
print("""
5721280cea754e7dbe570f55f1007f3d7af3c684a8fa2df18e8b7ccb1f9d5284,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,1,swift.closures.capture,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let incrementBySeven = makeIncrementer(forIncrement: 7)
incrementBySeven()
// returns a value of 7"
5a0cc533455f2004bba901e5090335340823eaac830ac473d5d83e56b0e86685,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,1,swift.closures.capture,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func makeIncrementer(forIncrement amount: Int) -> () -> Int {
var runningTotal = 0
func incrementer() -> Int {
runningTo"
71cba10a4dd8d423dd49a472bc9a3dc47471dac2c9ad6090df25ae750c550c08,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,1,swift.closures.capture,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func incrementer() -> Int {
runningTotal += amount
return runningTotal
}"
7d99867db74a8deb71fa3452b51ed68d03c0e2991967637e818631cabf6e1044,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,1,swift.closures.capture,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"incrementByTen()
// returns a value of 40"
9ef0f8fcc9ce171d366ff04d5905660c1b7a75abc71504da72c23f454d6d9413,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,1,swift.closures.capture,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,let incrementByTen = makeIncrementer(forIncrement: 10)
f4535e147f60941222bb94fc54b46aa22bb217f5157509be2b50c51acdc134c1,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Capturing-Values,1,swift.closures.capture,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"incrementByTen()
// returns a value of 10
incrementByTen()
// returns a value of 20
incrementByTen()
// returns a value "
91e92aef03240b2cb3b7d1cb84fc1c9b51819d80f9bfcb08e374146f7c513c88,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Closure-Expression-Syntax,1,swift.closures.expression-syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"reversedNames = names.sorted(by: { (s1: String, s2: String) -> Bool in return s1 > s2 } )"
b645c26e661e151a6efe248f0c689c186e25fc42a6b05055f13fbf58a49554b4,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Closure-Expression-Syntax,1,swift.closures.expression-syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"reversedNames = names.sorted(by: { (s1: String, s2: String) -> Bool in
return s1 > s2
})"
0ad9a2201396b2134488d8a3269c91c32ec77a855331e3682ba2f8eb6f19020a,LanguageGuide/Closures.xhtml|ReferenceManual/Expressions.xhtml,LanguageGuide/Closures.xhtml#Closure-Expression-Syntax|ReferenceManual/Expressions.xhtml#Closure-Expression,2,swift.closures.expression-syntax,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"{ (parameters) -> return type in
statements
}"
c9feed7e1b3ee08fcd0529df926c2ea6cdc329cb749fe0a45c34ccef7e64d780,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Closures-Are-Reference-Types,1,swift.closures.reference-semantics,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let alsoIncrementByTen = incrementByTen
alsoIncrementByTen()
// returns a value of 50

incrementByTen()
// returns a val"
0b9f33e282c69fbd1ab52a6f13c698a8f2c948a163b56b4125a19153dcc05842,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Escaping-Closures,1,swift.closures.escaping|swift.closures.explicit-self,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"var completionHandlers: [() -> Void] = []
func someFunctionWithEscapingClosure(completionHandler: @escaping () -> Void) "
8bbac6482245e30dc00263dce3ccb757bb2baa4771c3d0dfb1608f39433f52d0,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Escaping-Closures,1,swift.closures.escaping|swift.closures.explicit-self,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"class SomeOtherClass {
var x = 10
func doSomething() {
someFunctionWithEscapingClosure { [self] in x = 100 }
someFunctio"
adf4ba9241ebc1e4d82aeae8fbd69f13cc10325de4d47580efe550580710080b,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Escaping-Closures,1,swift.closures.escaping|swift.closures.explicit-self,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func someFunctionWithNonescapingClosure(closure: () -> Void) {
closure()
}

class SomeClass {
var x = 10
func doSomethin"
dfde2e6882bd48d6bb97d62e8fdc56031ba96e40ee9e8098aaf013b136f640e4,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Escaping-Closures,1,swift.closures.escaping|swift.closures.explicit-self,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"struct SomeStruct {
var x = 10
mutating func doSomething() {
someFunctionWithNonescapingClosure { x = 200 } // OK
someFu"
9520eefd0d93217b2a3342052aa137ffb5b35d773ff7d1964ffb282c896b1a5f,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Implicit-Returns-from-Single-Expression-Closures,1,swift.closures.implicit-return,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"reversedNames = names.sorted(by: { s1, s2 in s1 > s2 } )"
06ed046ede5b289984efac64f2bdb00f07828ee73f50489ca32baa96aacd8447,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Inferring-Type-From-Context,1,swift.closures.inferred-types,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"reversedNames = names.sorted(by: { s1, s2 in return s1 > s2 } )"
72711606a2bb43250f13b8b848f2eabc45c0581050874220f9fc369933057b89,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Operator-Methods,1,swift.closures.operator-method,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,reversedNames = names.sorted(by: >)
fa8054261ad289e7b62a68df081a1358e572a81ae0f76b9f08b6df2ef1658a88,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Shorthand-Argument-Names,1,swift.closures.shorthand-arguments,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,reversedNames = names.sorted(by: { $0 > $1 } )
37f04a4fb4329a3c95bae83efeaca7e3add1ee3067bec9c1a2a3853b84694e76,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#The-Sorted-Method,1,swift.closures.sorted-comparator,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let names = [""Chris"", ""Alex"", ""Ewa"", ""Barry"", ""Daniella""]"
e3afc554a1e4d5733e2b481a8bebb71c88b67ac4be718db220a25a5fdd98e14d,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#The-Sorted-Method,1,swift.closures.sorted-comparator,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func backward(_ s1: String, _ s2: String) -> Bool {
return s1 > s2
}
var reversedNames = names.sorted(by: backward)
// r"
15ed1149c436fe24a4942a19a816f8f42bc44ab3aad6a16e60ec937af465b668,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,1,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func loadPicture(from server: Server, completion: (Picture) -> Void, onFailure: () -> Void) {
if let picture = download("
36169311ef6bcda01392b89e345b30ba2e5a93cd21285ff40820c4d4747e0b98,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,1,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"loadPicture(from: someServer) { picture in
someView.currentPicture = picture
} onFailure: {
print(""Couldn't download the"
3de77f5d5a294c8b59c19476aa1c7725ec06e87a6ec4ddd0febf94debbc25b2c,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,1,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let strings = numbers.map { (number) -> String in
var number = number
var output = """"
repeat {
output = digitNames[numbe"
8720b30bc2c34219f52464b46e631381bd95e678cdff5efed30882f66e00d222,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,1,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"let digitNames = [
0: ""Zero"", 1: ""One"", 2: ""Two"", 3: ""Three"", 4: ""Four"",
5: ""Five"", 6: ""Six"", 7: ""Seven"", 8: ""Eight"", 9:"
a85327ab96d320d49bc20d3981ea4ad909bd47cb6e690246503f07b86f7fde6a,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,1,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,reversedNames = names.sorted { $0 > $1 }
ae39b269e9c467b0216d8d40ab208b5fc920abc483b0e90ad1f8afd2e4420194,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,1,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,reversedNames = names.sorted() { $0 > $1 }
d9e41204417d73107cd2bed66fb7b56c5abc32cd780371806bd6608f00533bab,LanguageGuide/Closures.xhtml,LanguageGuide/Closures.xhtml#Trailing-Closures,1,swift.closures.map-transform|swift.closures.multiple-trailing|swift.closures.trailing,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"func someFunctionThatTakesAClosure(closure: () -> Void) {
// function body goes here
}

// Here's how you call this func"
2385fcdfcfce39dd789efd947984630adfcf95d3e531e0dbd8af0a0eaf646c72,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Accessing-and-Modifying-a-Dictionary,1,swift.dictionaries.optional-subscript|swift.dictionaries.remove-value|swift.dictionaries.update-value,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"if let airportName = airports[""DUB""] {
print(""The name of the airport is \(airportName)."")
} else {
print(""That airport "
33707a7c18e2c20f91309d6817a2c9996f8d849ee5795d4ac1b73c16b277e682,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Accessing-and-Modifying-a-Dictionary,1,swift.dictionaries.optional-subscript|swift.dictionaries.remove-value|swift.dictionaries.update-value,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"airports[""LHR""] = ""London""
// the airports dictionary now contains 3 items"
389c0c4d6017b07a25564eff0ea696d94f5c8dd1cf8351294ff6e2524fa37885,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Accessing-and-Modifying-a-Dictionary,1,swift.dictionaries.optional-subscript|swift.dictionaries.remove-value|swift.dictionaries.update-value,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"airports[""LHR""] = ""London Heathrow""
// the value for ""LHR"" has been changed to ""London Heathrow"""
41225e2f2193db031b910893eec937f21c3141f687b20218c8c5251e6fd8c8e9,LanguageGuide/CollectionTypes.xhtml,LanguageGuide/CollectionTypes.xhtml#Accessing-and-Modifying-a-Dictionary,1,swift.dictionaries.optional-subscript|swift.dictionaries.remove-value|swift.dictionaries.update-value,mapped-to-canonical-lessons,pending-editorial-validation,pending-swift-6.4-toolchain,"if airports.isEmpty {
print(""The airports dictionary is empty."")
} else {
print(""The airports dictionary isn't empty."")
"
